# 2015 RORC Mainseries IRC Four - Cervantes Trophy Race (Sat 2 May 15) - 31 boats - https://www.rorc.org/raceresults/2015/four02.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
1,100,NED118,Winsome,S&S 41,Harry J. Heijst,,,21:23:36,0.987,21:06:55,
2,94,FRA37310,Foggy Dew,JPK 10.10,Noel Racine,,,21:09:31,1.003,21:13:20,
3,90,FRA27550,Sous Mama Boulé,JPK 9.60,Ludovic Melnyk,2H,,22:16:06,0.976,21:44:02,
4,86,GBR4365T,Haven KJ Enigma,MG 346,Ian Braham,,,23:29:53,0.952,22:22:13,
5,83,GBR123,Xara,Swan SR 38,Jonathan Rolls,,,23:57:44,0.938,22:28:36,
6,80,GBR5963T,Pyxis,X 332,Kirsteen Donaldson,2H,,23:45:15,0.957,22:43:58,
7,78,FRA29961,Tusen Takk II,JPK 9.60,Philippe Auber,2H,,23:16:37,0.978,22:45:53,
8,76,GBR8799T,Wild Spirit,Sun Odyssey 40,Paul Jackson,,,23:09:55,0.983,22:46:17,
9,74,FRA3333,Shortgood,First Class 10,Renaud Courbon,2H,,23:00:03,0.992,22:49:01,
10,72,FRA6179,Maeva,Super Arlequin,Frederic Waniart,2H,,1 - 02:10:41,0.879,23:00:38,
11,70,GBR1715T,Breakout,Swan 42,Simon Crawford,,,23:14:48,0.990,23:00:51,
12,68,GBR2904L,Hot Pursuit,Sun Fast 3200,Richard Lewis,Lewis/Pawson,,23:33:51,0.999,23:32:26,
13,66,GBR536,Zest,Custom,Kathryn Schmitt,2H,,23:48:20,0.989,23:32:37,
14,65,FRA18460,Callipyge,Sun Fast 32,Gaetan Bourdeaux,,,1 - 01:25:23,0.934,23:44:42,
15,64,GBR7716R,Psipsina,Hod 35,Bernie Bingham,2H,,23:45:06,1.002,23:47:57,
16,63,GBR3704L,Floating Point,Dufour 365 Grand Large,David Anderson,,,1 - 01:28:04,0.940,23:56:23,
17,62,CO597,Hurrying Angel,Contessa 32,Lucinda Allaway,2H Lucinda Allaway & Tom Barker,,1 - 03:45:49,0.872,1 - 00:12:36,
18,61,GBR1751T,Spellbinder Of Wytch,Starlight 39,Phoenix Yacht Club,Trevor Nicholls,,1 - 01:39:28,0.944,1 - 00:13:15,
19,60,GBR7253T,Ilex of Upnor,X 332,REYC,Robert Duke,,1 - 00:55:52,0.980,1 - 00:25:57,
20,59,GBR3297,Galliver II,Sigma 38,Stephen Orland,,,1 - 01:01:00,0.982,1 - 00:33:59,
21,58.5,GBR7732T,Mardy Gras,X 332,Fred Mundle,,,1 - 00:59:10,0.984,1 - 00:35:11,
22,58,GBR4902,Shila,Sigma 33,Jens Pace,,,1 - 02:57:00,0.913,1 - 00:36:19,
23,57.5,GBR7657T,Castalia,Sun Fast 37,Andrew Butler,,,1 - 00:54:00,0.989,1 - 00:37:34,
24,57,GBR9939,Flame,Sweden 38,Martin Fordham,,,1 - 01:22:17,0.983,1 - 00:56:24,
25,56.5,FRA38896,Saute Moutons,First 30 Jk,Francois Tirveilliot,,,1 - 01:10:30,0.991,1 - 00:56:54,
26,56,GBR912R,Polka,First 34.7,Marcus Wareham,,,1 - 01:39:04,0.990,1 - 01:23:41,
27,55.5,FRA36513,Max,First 31.7,Jean-Louis Stalain,2H,,1 - 03:37:28,0.943,1 - 02:02:59,
28,55,GBR7662T,Tyke,X 332,Brian Thomas,,,1 - 02:51:15,0.975,1 - 02:10:58,
29,54.5,GBR1921L,Yoda,Sigma 38,John Clarke,John Ferguson,,1 - 07:15:00,0.982,1 - 06:41:15,
,10,GBR1397R,Jaslan,J/97,Helen Hofmann,,,,0.973,,DNF-Did Not Finish
,10,GBR9029,Rainmaker,Oyster 395,James Porter,2H,,,1.000,,DNF-Did Not Finish
