# 2017 RORC Mainseries IRC Two - De Guingand Bowl Race (Sat 13 May 17 09:20:00) - 11 boats - https://www.rorc.org/raceresults/2017/two04.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
1,91,GBR4947R,Lisa,First 44.7,Nick & Suzi Jones,Michael Boyd,14 May - 01:21:48,16:01:48,1.100,17:37:59,
2,85,GBR9922T,R&w,J/122,Andy Theobald,,14 May - 01:47:03,16:27:03,1.081,17:47:00,
3,81,GBR6840R,Lancelot II,First 40,Sailing Logic,Christopher Jackson,14 May - 01:55:26,16:35:26,1.075,17:50:05,
4,77,GBR9604R,Nunatak,J/120,Elin Haf Davies and Chris Frost,2H,14 May - 02:24:59,17:04:59,1.056,18:02:23,
5,74,GBR7122X,Juno,J/122e,Christopher Daniel,,14 May - 01:51:31,16:31:31,1.093,18:03:44,
6,71,GBR6504N,Talisman,Prima 38,Simon Harwood,,14 May - 02:20:41,17:00:41,1.065,18:07:02,
7,69,GBR4081L,Julia,Oceanis 55,Richard Neocleous,Louie Neocleous,14 May - 02:06:27,16:46:27,1.096,18:23:04,
8,67,GBR7041R,SEAFARERS ALE Anticipation,First 40.7,Peter Newlands,,14 May - 02:45:48,17:25:48,1.055,18:23:19,
9,65,GBR8191R,British Soldier,X 41,Army Sailing Association,Donall Ryan,14 May - 02:05:10,16:45:10,1.100,18:25:41,
10,63,GBR2741R,Batfish 5,Comet 41s,Bill Blain,,14 May - 02:49:10,17:29:10,1.065,18:37:22,
11,61,GBR9536R,Thunder 2,Mills 37,Vladimir Phillips,,14 May - 02:39:45,17:19:45,1.099,19:02:41,
