# 2014 RORC Mainseries IRC Two-Handed - De Guingand Bowl Race (Sat 7 Jun 14) - 10 boats - https://www.rorc.org/raceresults/2014/twohanded05.html
Position,Points,SailNo,Boat,BoatType,Owner,SailedBy,FinishTime,Elapsed,Handicap,Corrected,Comments
1,90,FRA3333,Shortgood,First Class 10,Renaud Courbon,,,1 - 00:35:08,0.993,1 - 00:24:48,
2,84,GBR979R,Malice,HOD 35,Mike Moxley,,,23:58:21,1.023,1 - 00:31:26,
3,80,GBR9205R,Diablo-J,J/105,Nick Martin,,,1 - 00:24:20,1.005,1 - 00:31:39,
4,76,FRA38902,Raging Bee,JPK 10.10,Louis-Marie Dussere,,,1 - 00:26:21,1.008,1 - 00:38:05,
5,73,GBR43,Artemis 43,Figaro II,Artemis Offshore Academy,,,22:57:07,1.079,1 - 00:45:55,
6,70,GBR9197R,High Jinks,J/97,Blair Forsyth,,,1 - 01:34:13,0.978,1 - 01:00:28,
7,68,GBR5236R,Rare,Figaro II,Ian Hoddle,,,23:26:23,1.091,1 - 01:34:22,
8,66,GBR5963T,Pyxis,X 332,Kirsteen Donaldson,,,1 - 05:30:21,0.957,1 - 04:14:13,
,10,FRA28747,Ultreia!,JPK 9.60,Matthias Kracht,,,,0.975,,DNF-Did Not Finish
,10,FRA43669,Funchal III,Salona 35,Jean-Jacques Nere,,,,0.999,,DNF-Did Not Finish
