Class,Pos,BoatName,Owner,Total
Class 1 IRC,5,ISLAND FLING,,34.0
Class 1 IRC,6,SPIRIT OF JETHOU,,38.0
Class 1 IRC,7,CHERNIKEEFF 2,,48.0
Class 1 IRC,8,ST JAMES'S PLACE,,69.0
Class 1 IRC,9,FORMIDABLE 3,,65.0
Class 1 IRC,10,SNOW LION,,86.0
Class 1 IRC,11,BEAR OF BRITAIN,A,90.0
Class 1 IRC,12,V PROJECT,,81.0
Class 1 IRC,13,BEAR OF BRITAIN,B,100.0
Class 1 IRC,14,PINDAR ALPHAGRAPHICS,,100.0
Class 1 IRC,15,FULL PELT/SLAM,,117.0
Class 1 IRC,16,VENOMOUS,,125.0
Class 1 IRC,17,SPIRIT OF MINERVA,A,135.0
Class 1 IRC,18,SPIRIT OF JUNO,C,135.0
Class 1 IRC,19,SPIRIT OF MINERVA,C,137.0
Class 1 IRC,20,SPIRIT OF JUNO,B,137.0
Class 1 IRC,21,SPIRIT OF DIANA,B,137.0
Class 1 IRC,22,SPIRIT OF ISIS,C,137.0
Class 1 IRC,23,SPIRIT OF ISIS,B,137.0
Class 1 IRC,24,SPIRIT OF DIANA,A,137.0
Class 1 IRC,25,SPIRIT OF ISIS,A,137.0
Class 1 IRC,26,SPIRIT OF MINERVA,B,137.0
Class 1 IRC,27,SPIRIT OF JUNO,A,137.0
Class 2 IRC,1,WISC,,17.0
Class 2 IRC,2,DARK & STEAMY,,38.0
Class 2 IRC,3,RENAISSANCE,,45.0
Class 2 IRC,4,FEVER,,46.0
Class 2 IRC,5,CHECKMATE,,49.0
Class 2 IRC,6,HENRI LLOYD,,50.5
Class 2 IRC,7,BOLIDT,,58.5
Class 2 IRC,8,DSK COMIFIN,,58.0
Class 2 IRC,9,MCFLY,,62.0
Class 2 IRC,10,EXABYTE 4,,67.0
Class 2 IRC,11,REBEL,,74.0
Class 2 IRC,12,JOHN MERRICKS,,72.0
Class 2 IRC,13,ACCENTURE FAIR DO'S,B,81.0
Class 2 IRC,14,FRAXIOUS,,87.0
Class 2 IRC,15,FORTIS EXCEL,,94.0
Class 2 IRC,16,NISIDA,,113.0
Class 2 IRC,17,ATOMIC OF COWES,,117.0
Class 2 IRC,18,ACCENTURE FAIR DO'S,A,121.0
Class 2 IRC,19,INCISOR,,128.0
Class 2 IRC,20,SHOCKWAVE,,140.0
Class 3 IRC,1,HOLMATRO,,63.0
Class 3 IRC,2,ROARK,,18.0
Class 3 IRC,3,UXORIOUS III,,66.5
Class 3 IRC,4,MOANA,,40.0
Class 3 IRC,5,CODIAM ENSP DH,,41.0
Class 3 IRC,6,KING LOUIE,,72.0
Class 3 IRC,7,ERIVALE III,,64.0
Class 3 IRC,8,ECLECTIC,,109.0
Class 3 IRC,9,ALLARD,,79.0
Class 3 IRC,10,WEERGA,,81.0
Class 3 IRC,11,PREMIER FLAIR,,83.5
Class 3 IRC,12,DAIKIN AIRCO,,94.0
Class 3 IRC,13,CRACKER,,110.0
Class 3 IRC,14,BIELA,,113.0
Class 3 IRC,15,RUNAWAY,,142.0
Class 3 IRC,16,WINDSONG,,114.0
Class 3 IRC,17,DESPERADO OF COWES,,144.0
Class 3 IRC,18,HOOLIGAN VI,,120.0
Class 3 IRC,19,EXEL PROMOTION,,151.0
Class 3 IRC,20,CIRCUS,,134.0
Class 3 IRC,21,HURRYCANE V,,169.0
Class 3 IRC,22,JEDI KNIGHT,,171.0
Class 3 IRC,23,PHOENIX,,152.0
Class 3 IRC,24,FUTURO,,185.0
Class 3 IRC,25,LONGBOW,,203.0
Class 3 IRC,26,MITRE CAPITAL PRTNRS,,210.0
Class 3 IRC,27,JELLINA,,199.0
Class 3 IRC,28,MOONRAKER,,222.0
Class 3 IRC,29,STS ANTILOPE,,225.0
Class 3 IRC,30,DASH,,226.0
Class 3 IRC,31,POPOV,,212.0
Class 3 IRC,32,SAILPLANE,,234.0
Class 3 IRC,33,JACOB'S LADDER,,218.0
Class 3 IRC,34,CAJOU,,226.5
Class 3 IRC,35,PANTHER,,230.0
Class 3 IRC,36,DRAGON OF HAMBLE,,237.5
Class 3 IRC,37,REVIVE,,239.0
Class 3 IRC,38,AZZURRA OF BRISTOL,,243.0
Class 3 IRC,39,MAVERICK,,267.0
Class 3 IRC,40,TALISMAN,,270.0
Class 3 IRC,41,PHEZULU,,268.0
Class 3 IRC,42,KOKO KAI,,293.0
Class 3 IRC,43,LUTINE,,296.0
Class 3 IRC,44,MINNIE THE MOOCHER,,309.0
Class 3 IRC,45,WATER VENTURE,,314.0
Class 3 IRC,46,PI SQUARED,,317.0
Class 3 IRC,47,DISCO INFERNO 2,,336.0
Class 3 IRC,48,GLOBAL YACHT RACING,,350.0
Class 3 IRC,49,SMALL LIBATION,,352.0
Class 3 IRC,50,NOVUS ARCA,,371.0
Class 3 IRC,50,ADVANTAGE,,371.0
Class 3 IRC,50,MOLLY MOG,,371.0
Class 4 IRC,1,AMEY LOVE SHACK,,8.0
Class 4 IRC,2,HEALTHSURE,,18.0
Class 4 IRC,3,BEECHWOOD HOMES,,26.0
Class 4 IRC,4,INCOGNITO,,31.5
Class 4 IRC,5,TAN IT,,89.5
Class 4 IRC,6,XINSKA,,54.0
Class 4 IRC,7,SKANDIA INTERNAT'L,,60.0
Class 4 IRC,8,TARKA PWC,,114.0
Class 4 IRC,9,DEUTSCHE BANK,,118.0
Class 4 IRC,10,GENIE,,91.0
Class 4 IRC,11,AVALANCHE,,124.0
Class 4 IRC,12,JEBA,,129.0
Class 4 IRC,13,EXOCET STRIKE,,135.0
Class 4 IRC,14,PUMA LOGIC,,142.0
Class 4 IRC,15,DONATELLO,,119.0
Class 4 IRC,16,LINKLATERS 1,,145.0
Class 4 IRC,17,CASPIAN SERVICES,,116.0
Class 4 IRC,18,SKANDIA INVESTMENT,,157.0
Class 4 IRC,19,SHADOWFAX,,143.0
Class 4 IRC,20,"FACE, BOVVERED?",,166.5
Class 4 IRC,21,HW CORPORATE FINANCE,,176.0
Class 4 IRC,22,ZUIDFRIES,,174.0
Class 4 IRC,23,LICKETY SPLIT,,183.0
Class 4 IRC,24,GLEEDS,,204.0
Class 4 IRC,25,FANDANGO,,190.0
Class 4 IRC,26,SPACE RACE,,214.5
Class 4 IRC,27,VAMINOS,,221.0
Class 4 IRC,28,SWAN GALIANA,,220.0
Class 4 IRC,29,BALLISTIC,,242.0
Class 4 IRC,30,RANGATIRA,,242.0
Class 4 IRC,31,LINKLATERS 2,,249.0
Class 4 IRC,32,LIGHTNING REFLEX,,255.0
Class 4 IRC,33,COYOTE,A,257.0
Class 4 IRC,34,COYOTE,B,264.0
Class 4 IRC,35,JAGUAR LOGIC,,270.0
Class 4 IRC,36,HOT STUFF,,278.0
Class 4 IRC,37,ORTAC,C,302.0
Class 4 IRC,38,SPIRIT OF NEPTUNE,,306.0
Class 4 IRC,39,JOOPSTER,,308.0
Class 4 IRC,40,NO DRAMA,,312.0
Class 4 IRC,41,GARTMORE,,315.0
Class 4 IRC,42,EUPHORIX,,317.0
Class 4 IRC,43,INTERCEPTOR,,320.0
Class 4 IRC,44,SWAN VALHALLA,,321.0
Class 4 IRC,45,ORTAC,B,324.0
Class 4 IRC,46,FIRST CRUSADER,,328.0
Class 4 IRC,47,PHEIDIPPIDES IV,,331.0
Class 4 IRC,48,MYSTERY,A,336.0
Class 4 IRC,49,LYNX,,346.0
Class 4 IRC,49,KEEL OVER,,346.0
Class 4 IRC,49,SPIRIT OF NEREUS,,346.0
Class 4 IRC,52,ORTAC,A,356.0
Class 4 IRC,53,MYSTERY,B,356.0
Class 4 IRC,54,TRESCA,A,358.0
Class 4 IRC,55,TRESCA,B,358.0
Class 4 IRC,56,TRESCA,C,358.0
Class 5 IRC,1,ALVINE JACOBITE,,18.0
Class 5 IRC,2,KISS,,19.0
Class 5 IRC,3,ZARAFA,,38.0
Class 5 IRC,4,JAZZ 2,,47.0
Class 5 IRC,5,VORTEX,,53.0
Class 5 IRC,6,SALVO,,57.0
Class 5 IRC,7,STEADY BARKER,,63.0
Class 5 IRC,8,INIS MOR,,69.0
Class 5 IRC,9,NUTMEG,,72.0
Class 5 IRC,10,SWALLOW,,80.0
Class 5 IRC,11,X-DREAM,,85.0
Class 5 IRC,12,ALARIS,,88.0
Class 5 IRC,13,TONTIN,,90.0
Class 5 IRC,14,NJOS,,92.0
Class 5 IRC,15,FLAIR IV,,96.0
Class 5 IRC,16,MALICE,,125.0
Class 5 IRC,17,CONTANGO,,126.0
Class 5 IRC,18,LETTLAND,,126.0
Class 5 IRC,19,EXTRA DJINN,,149.0
Class 5 IRC,20,X ON THE BEACH,,152.0
Class 5 IRC,21,COBRA,,153.0
Class 5 IRC,22,CACTUS JACK,,158.5
Class 5 IRC,23,KRATOS,,164.0
Class 5 IRC,24,ISKAREEN,,173.0
Class 5 IRC,25,TRUANT,,176.0
Class 5 IRC,26,CATHERINE,,178.0
Class 5 IRC,27,WIGHT RABBIT,,178.0
Class 5 IRC,28,TIGER DEVELOPMENTS,,180.0
Class 5 IRC,29,AZZURO,,187.0
Class 5 IRC,30,MINX 2,,191.0
Class 5 IRC,31,SERENDIP 4,,192.0
Class 5 IRC,32,XCELLENCE OF HAMBLE,,194.0
Class 5 IRC,33,FLYING BOAT,,199.0
Class 5 IRC,34,SPIRIT OF JUNIPER,,202.0
Class 5 IRC,35,TIGGER 2,,213.0
Class 5 IRC,36,FLYING FISH OB,,213.0
Class 5 IRC,37,WHITE CLOUD IX,,214.0
Class 5 IRC,38,EXOCET OF MESSILAH,,221.0
Class 5 IRC,39,FRENCH THERAPY,,230.0
Class 5 IRC,40,MAGIC,,232.8
Class 5 IRC,41,TEAM SEA SURE,,237.0
Class 5 IRC,42,NO RETREAT,,238.0
Class 5 IRC,43,XCITABLE,,238.5
Class 5 IRC,44,CARPETBAGGER,,246.0
Class 5 IRC,45,JESSICA M,,265.0
Class 5 IRC,46,KORU,,270.5
Class 5 IRC,47,THE BLACK PIG,,274.0
Class 5 IRC,48,FLYING FISH FA,,276.0
Class 5 IRC,49,QUOKKA,,285.0
Class 5 IRC,50,TILTING AT WINDMILLS,,308.0
Class 5 IRC,51,ALEXIR'S GT ESCAPE,,313.0
Class 5 IRC,52,AGGREGATE,,319.0
Class 5 IRC,53,EMT SCARLET OYSTER,,322.0
Class 5 IRC,54,WHY KNOT OF HAMBLE,,322.0
Class 5 IRC,55,TRITON,,323.0
Class 5 IRC,56,ACRIMONY 4,,327.5
Class 5 IRC,57,SCIMITAR,,329.0
Class 5 IRC,58,JOSEPHINE,,339.0
Class 5 IRC,59,TIDERACER II,,351.0
Class 5 IRC,60,NOTA BENE,,372.0
Class 5 IRC,60,THREE SHEETS,,372.0
Class 6 IRC,1,FATJAX,,30.0
Class 6 IRC,2,BEEFEATER,,38.0
Class 6 IRC,3,RED MACAW,,41.0
Class 6 IRC,4,WITH ALACRITY,,43.0
Class 6 IRC,5,LIGHT,,55.0
Class 6 IRC,6,MEFISTO,,62.0
Class 6 IRC,7,ATHENA,,63.0
Class 6 IRC,8,HOT RATS,,82.0
Class 6 IRC,9,ELUSIVE,,87.0
Class 6 IRC,10,ONE LIFE,,87.0
Class 6 IRC,11,ESPRIT,,89.0
Class 6 IRC,12,VANILLA,,94.0
Class 6 IRC,13,MONET,,94.5
Class 6 IRC,14,BRIGHTWORK,,105.0
Class 6 IRC,15,JOS OF HAMBLE,,115.0
Class 6 IRC,16,WINSOME,,125.0
Class 6 IRC,17,BLUE TACK,,125.5
Class 6 IRC,18,WILD BLUE,,129.0
Class 6 IRC,19,PADDIYWACK,,130.5
Class 6 IRC,20,BILLY WHIZZ,,145.5
Class 6 IRC,21,CELERITY,,146.5
Class 6 IRC,22,PAVLOVA III,,161.0
Class 6 IRC,23,FANDANGO,,163.0
Class 6 IRC,24,HOTWATCH II,,167.5
Class 6 IRC,25,VETO,,169.0
Class 6 IRC,26,BOLOCAN,,172.0
Class 6 IRC,27,DIAMOND SUN,,181.5
Class 6 IRC,28,DRAGONFLY OF BOSHAM,,183.0
Class 6 IRC,29,OCTAVE,,189.0
Class 6 IRC,30,SCARLET JESTER,,192.0
Class 6 IRC,31,GAUNTLET OF TAMAR,,192.0
Class 6 IRC,32,BLACK ADDER,,200.0
Class 6 IRC,33,FLYING FORMULA,,210.0
Class 6 IRC,34,ELECTRON V,,217.0
Class 6 IRC,35,WHITE KNIGHT V,,226.0
Class 6 IRC,36,SPIRIT OF ST GEORGE,,226.0
Class 6 IRC,37,BELLEROPHON OF WIGHT,,226.0
Class 6 IRC,38,DOMAINE,,238.0
Class 6 IRC,39,PERO ET,,241.0
Class 6 IRC,40,NEREID,,247.0
Class 6 IRC,41,FLORENCE AGNES II,,250.5
Class 6 IRC,42,ILEX OF UPNOR,,262.0
Class 6 IRC,43,SCOOBY DOO,,280.0
Class 6 IRC,44,REBEL WITHOUT,,283.0
Class 6 IRC,45,SKANDIA SPIRIT OF S,,297.0
Class 6 IRC,46,BLUE TANGO,,307.0
Class 6 IRC,47,ALIEN ZULU,,318.0
Class 6 IRC,48,HIGH SPIRITS,,321.0
Class 6 IRC,49,ZEBEDEE,,332.0
Class 6 IRC,49,SILVER FOX OF SUSSEX,,332.0
Class 6 IRC,49,EASY TIGER,,332.0
Class 6 IRC,49,BELLMAN,,332.0
Class 6 IRC,49,FLYING BANANA,,332.0
Class 6 IRC,54,ZANZARA,,340.0
Class 6 IRC,55,PERSEPHONE OF LONDON,,344.0
Class 7 IRC,1,EARLS COURT BOATSHOW,,9.0
Class 7 IRC,2,ELECTRA,,24.0
Class 7 IRC,3,SIMPLICITY,,28.0
Class 7 IRC,4,PENULTIMA,,33.0
Class 7 IRC,5,AMAZON,,34.5
Class 7 IRC,6,COOL BLUE,,58.0
Class 7 IRC,7,DEAN AND DYBALL,,59.0
Class 7 IRC,8,HULLABALOO XV,,68.0
Class 7 IRC,9,SOFTWARE MISTRESS 88,,68.0
Class 7 IRC,10,XARA,,73.5
Class 7 IRC,11,HOBBY HORSE,,77.5
Class 7 IRC,12,MESTENGO,,78.0
Class 7 IRC,13,2XS,,82.0
Class 7 IRC,14,CRAKAJAX,,82.0
Class 7 IRC,15,DRAKES DRUM,,87.0
Class 7 IRC,16,ELECTRA,,96.0
Class 7 IRC,17,MANARU,,96.0
Class 7 IRC,18,ERIK THE RED,,110.5
Class 7 IRC,19,XPRESS,,126.0
Class 7 IRC,20,MERHABA,,132.0
Class 7 IRC,21,WHITE HEATHER,,144.0
Class 7 IRC,22,KYMATA,,147.0
Class 7 IRC,23,PERIDOT,,152.0
Class 7 IRC,24,FIREBIRD ST HELIER,,159.0
Class 7 IRC,25,STALKER,,164.0
Class 7 IRC,26,BLUE SPIRIT,,168.0
Class 7 IRC,27,SPIRIT OF DAEDALUS,,174.0
Class 7 IRC,28,FRIC FRAC IV,,180.0
Class 7 IRC,29,SUNBOW II,,185.0
Class 7 IRC,30,TIGERFIRE,,189.0
Class 7 IRC,31,WATER MUSIC V,,194.0
Class 7 IRC,32,RACY LADY OF HAMBLE,,199.0
Class 7 IRC,33,STARGAZER,,202.0
Class 7 IRC,34,GFT - WWW.GFT.COM,,213.0
Class 7 IRC,35,PAPILLION,,215.5
Class 7 IRC,36,ADASTRA OF DART,,215.5
Class 7 IRC,37,DARWIN STAR,,231.0
Class 7 IRC,38,ZARA,,250.0
Class 7 IRC,39,POLAR BEAR,,250.0
Class 7 IRC,40,DOTTY DOT,,255.0
Class 7 IRC,41,SANTANA,,256.0
Class 7 IRC,42,MOONTIGER OF SOLENT,,282.0
Class 7 IRC,42,XEPHA,,282.0
Class 7 IRC,42,NAUTINER SPIRIT,,282.0
Class 7 IRC,42,COOL RUNNINGS,,282.0
Class 7 IRC,42,CIMAROON,,282.0
Class 8 IRC,1,BULLETT,,14.0
Class 8 IRC,2,CATCH WANCHAI BELLE,,28.0
Class 8 IRC,3,MIKADO,,29.0
Class 8 IRC,4,MONKEY BUSINESS,,39.0
Class 8 IRC,5,WHITE MISCHIEF,,41.0
Class 8 IRC,6,ESPADA,,51.0
Class 8 IRC,7,WORKOUT,,54.0
Class 8 IRC,8,ALEXA,,54.0
Class 8 IRC,9,RUNAWAY BUS,,55.0
Class 8 IRC,10,SHADOWFAX,,64.0
Class 8 IRC,11,ODD JOB,,65.0
Class 8 IRC,12,CURVED AIR,,70.0
Class 8 IRC,13,SERGEANT PEPPER,,78.0
Class 8 IRC,14,ATTILA THE NUN,,92.0
Class 8 IRC,15,PROSPERO OF HAMBLE,,93.0
Class 8 IRC,16,AYANAMI,,97.0
Class 8 IRC,17,GOOGLE-EYE,,107.0
Class 8 IRC,18,MURENA,,111.0
Class 8 IRC,19,SUPER Q,,126.0
Class 8 IRC,20,MRS. JONES,,127.0
Class 8 IRC,21,WILD BEAN,,128.0
Class 8 IRC,22,HERITAGE,,137.0
Class 8 IRC,23,IMPENSABLE II,,139.0
Class 8 IRC,24,MUSKOKA,,148.0
Class 8 IRC,25,A DAY AT THE RACES,,151.0
Class 8 IRC,26,LANCELOT,,158.0
Class 8 IRC,27,VELA,,168.0
Class 8 IRC,28,SIXES AND SEVENS,,171.0
Class 8 IRC,29,CHASER,,182.0
Class 8 IRC,30,WITCHCRAFT,,184.0
Class 8 IRC,31,UFORIA,,187.0
Class 8 IRC,32,CONTEZA,,195.0
Class 8 IRC,33,45 SOUTH,,196.0
Class 8 IRC,34,RABLO,,202.0
Class 8 IRC,35,GRIMALKIN,,203.0
Class 8 IRC,36,DIVA,,208.0
Class 8 IRC,37,FAN,,208.0
Class 8 IRC,38,ODALISQUE,,215.0
Class 8 IRC,39,HELMI,,223.0
Class 8 IRC,40,MUDDYPAWS,,252.0
Class 8 IRC,40,SEA WINKS,,252.0
Class 9 IRC,1,MADELAINE,,9.0
Class 9 IRC,2,G-STRING,,24.0
Class 9 IRC,3,SO!,,24.0
Class 9 IRC,4,TATTARAT,,37.0
Class 9 IRC,5,MERGANSER,,41.0
Class 9 IRC,6,PIZZICATO,,44.0
Class 9 IRC,7,HESPERUS,,47.0
Class 9 IRC,8,XANTZ,,55.0
Class 9 IRC,9,FIRECRACKER,,56.0
Class 9 IRC,10,FAT HEN,,60.0
Class 9 IRC,11,BARRACUDA,,68.0
Class 9 IRC,12,SCHERZO,,75.0
Class 9 IRC,13,FSHARP,,85.0
Class 9 IRC,14,ROSAIRE,,87.0
Class 9 IRC,15,STIRLING,,93.0
Class 9 IRC,16,MARBELLA,,94.0
Class 9 IRC,17,INDEPENDENCE II,,94.5
Class 9 IRC,18,ANJAJO,,96.5
Class 9 IRC,19,STRANGE MAGIC,,115.0
Class 9 IRC,20,HANDS OFF TOO,,116.0
1720,1,LA LICORNE,,17.0
1720,2,ALL TALK,,24.0
1720,3,INFLEXION 2,,19.0
1720,4,INFLEXION,,21.0
1720,5,CORKANUT,,29.0
1720,6,PREMIER CRU,,34.0
1720,7,GO FERRET,,39.0
1720,8,ROGAN JOSH,,41.0
1720,9,ANGEL,,55.0
1720,10,MOTLY,,60.0
Beneteau 31.7,1,ELECTRA,,8.0
Beneteau 31.7,2,MANARU,,10.0
Beneteau 31.7,3,SUNBOW II,,20.0
Beneteau 31.7,4,PAPILLION,,24.0
Beneteau 40.7,1,AMEY LOVE SHACK,,8.0
Beneteau 40.7,2,HEALTHSURE,,17.0
Beneteau 40.7,3,INCOGNITO,,27.0
Beneteau 40.7,4,BEECHWOOD HOMES,,24.0
Beneteau 40.7,5,SKANDIA INTERNAT'L,,50.0
Beneteau 40.7,6,TARKA PWC,,85.0
Beneteau 40.7,7,DEUTSCHE BANK,,88.0
Beneteau 40.7,8,GENIE,,70.0
Beneteau 40.7,9,JEBA,,93.0
Beneteau 40.7,10,EXOCET STRIKE,,100.0
Beneteau 40.7,11,DONATELLO,,88.0
Beneteau 40.7,12,LINKLATERS 1,,106.0
Beneteau 40.7,13,SKANDIA INVESTMENT,,111.0
Beneteau 40.7,14,SHADOWFAX,,105.0
Beneteau 40.7,15,"FACE, BOVVERED?",,121.5
Beneteau 40.7,16,HW CORPORATE FINANCE,,129.0
Beneteau 40.7,17,GLEEDS,,144.0
Beneteau 40.7,18,FANDANGO,,138.0
Beneteau 40.7,19,SPACE RACE,,151.5
Beneteau 40.7,20,BALLISTIC,,169.0
Beneteau 40.7,21,RANGATIRA,,169.0
Beneteau 40.7,22,LINKLATERS 2,,171.0
Beneteau 40.7,23,COYOTE,A,180.0
Beneteau 40.7,24,COYOTE,B,183.0
Beneteau 40.7,25,HOT STUFF,,189.0
Beneteau 40.7,26,ORTAC,C,210.0
Beneteau 40.7,27,JOOPSTER,,211.0
Beneteau 40.7,28,NO DRAMA,,212.0
Beneteau 40.7,29,GARTMORE,,216.0
Beneteau 40.7,30,EUPHORIX,,215.0
Beneteau 40.7,31,INTERCEPTOR,,216.0
Beneteau 40.7,32,ORTAC,B,223.0
Beneteau 40.7,33,FIRST CRUSADER,,223.0
Beneteau 40.7,34,MYSTERY,A,232.0
Beneteau 40.7,35,KEEL OVER,,234.0
Beneteau 40.7,36,ORTAC,A,244.0
Beneteau 40.7,37,MYSTERY,B,244.0
Beneteau 40.7,38,TRESCA,A,246.0
Beneteau 40.7,39,TRESCA,B,246.0
Beneteau 40.7,40,TRESCA,C,246.0
Contessa 32,1,DRUMBEAT,,8.0
Contessa 32,2,BLANCO,,12.0
Contessa 32,3,ENGLISH ROSE,,18.0
Contessa 32,4,EQUATOR,,27.0
Contessa 32,5,BLUE SHARK,,31.0
Contessa 32,6,WILD THYME,,34.0
Contessa 32,7,NIMBUS,,38.0
Contessa 32,8,CONNIE,,56.0
Contessa 32,9,JEMMA OF BOSHAM,,57.0
Contessa 32,10,BEARSKIN,,57.0
Daring,1,DAUNTLESS,,27.0
Daring,2,AUDAX,,42.0
Daring,3,DOUBLET,,45.0
Daring,4,DEFENDER,,46.0
Daring,5,DIONYSUS,,48.5
Daring,6,DECOY,,54.0
Daring,7,DOLPHIN,,54.0
Daring,8,DARLING,,65.5
Daring,9,DEFIANT,,74.0
Daring,10,DARIUS,,74.0
Daring,11,DIVISION BELLE,,77.0
Daring,12,DARING 1,,79.0
Daring,13,DASHING,,79.0
Daring,14,DESTROYER,,80.0
Daring,15,DOUBLE KNOT,,89.0
Daring,16,MEDINA II,,90.0
Daring,17,DERRING DO,,91.0
Daring,18,DYNAMITE,,93.0
Daring,19,DREAMER,,99.0
Daring,20,DIDO,,115.0
Daring,21,DEINOS,,116.0
Daring,22,DEVIUS,,128.0
Daring,23,FINESSE,,128.0
Daring,24,DANCER,,135.0
Daring,25,DIAMOND,,139.0
Daring,26,DAMSEL,,149.0
Daring,27,STREAK,,155.0
Daring,28,DING DONG,,162.0
Dragon,1,RUMOURS,,18.0
Dragon,2,PRINCESS JALINA,,19.0
Dragon,3,AIMEE,,21.0
Dragon,4,JERBOA,,28.0
Dragon,5,CARAMBA,,35.0
Dragon,6,FUZZY DUCK VI,,43.0
Dragon,7,ECSTATIC,,44.0
Dragon,8,RACKHAM,,45.0
Dragon,9,GANADOR,,57.0
Dragon,10,VALANGA,,64.0
Dragon,11,ANDROMEDA,,66.0
Dragon,12,VIRAGO,,70.0
Dragon,13,CAVALIER,,73.0
Dragon,14,APALALA,,88.0
Dragon,15,SUPREMACY,,89.0
Dragon,16,KEDRON 3,,89.0
Dragon,17,BAILED OUT,,93.0
Dragon,18,BLUE SKIES,,101.0
Etchells,1,ARBITRATOR,,9.0
Etchells,2,CHINA WHITE,,24.0
Etchells,3,MOONLIGHT,,43.0
Etchells,4,SHAMAL,,47.0
Etchells,5,STAMPEDE,,51.0
Etchells,6,BEST MATE,,51.0
Etchells,7,SNATCH,,54.0
Etchells,8,9,,56.0
Etchells,9,BLUE GENES,,61.0
Etchells,10,WOBBEGONG,,67.0
Etchells,11,WAKE,,70.0
Etchells,12,FESTINA 2,,76.0
Etchells,13,DREAM ON,,80.0
Etchells,14,ESPRIT,,83.0
Etchells,15,PALE TIDE,,84.0
Etchells,16,SUNSHINE,,101.0
Etchells,17,SLIEVE ELVA,,103.0
Etchells,18,LOUP GAROU IX,,107.0
Etchells,19,PENSIVE TEMPTRESS,,111.0
Etchells,20,RAG TIME,,112.0
Etchells,21,LET RIP,,121.0
Etchells,22,CALYPSO,,124.0
Etchells,23,GELERT,,141.0
Etchells,24,MOVING SHADOW,,145.0
Etchells,25,TAKE2,,156.0
Farr 45,1,RENAISSANCE,,19.0
Farr 45,2,HENRI LLOYD,,19.0
Farr 45,3,REBEL,,29.0
Farr 45,4,JOHN MERRICKS,,28.0
Farr 45,5,EXABYTE 4,,29.0
Farr 45,6,FRAXIOUS,,39.0
Farr 45,7,FORTIS EXCEL,,45.0
Farr 45,8,ATOMIC OF COWES,,54.0
Hunter 707,1,THE ANT HILL MOB,,27.0
Hunter 707,2,THIS IS JEFF,,37.0
Hunter 707,3,DOUBLE TROUBLE,,36.0
Hunter 707,4,CENSORED,,36.0
Hunter 707,5,TEQUILA,,45.0
Hunter 707,6,STAR-BORN 3,,42.0
Hunter 707,7,SPARKLE,,52.0
Hunter 707,8,DARKNESS,,53.0
Hunter 707,9,NOTNOWKATO,,57.0
Hunter 707,10,LUTINE BELLE,,58.0
Hunter 707,11,TURBULENCE,,60.0
Hunter 707,12,ARTEL,,59.0
Hunter 707,13,CHOP CHOP!,,82.0
Hunter 707,14,FLYING LOW,,89.0
Hunter 707,15,MAD DOG,,90.0
Hunter 707,16,SCARAMOUCHE,,92.0
Hunter 707,17,TOUCHDOWN,,98.0
Hunter 707,18,3 LITTLE PIGS,,101.0
Flying 15,1,MEN BEHAVING BADLY,,9.0
Flying 15,2,TEMPUS FUGGIT DUO,,16.0
Flying 15,3,FFLUX,,20.0
Flying 15,4,SAFFINA,,27.5
Flying 15,5,BLACK,,33.0
Flying 15,6,FFURAHA,,41.0
Flying 15,7,SANS CULOTTES,,53.0
Flying 15,8,SEAJAY,,56.0
Flying 15,9,FFREEFIRE 20,,55.5
Flying 15,10,BETTERBOND,,63.0
Flying 15,11,DUSTY FFOUR,,63.0
Flying 15,12,THE FLOOZIE,,60.0
Flying 15,13,DOUBLE TROUBLE,,69.0
Flying 15,14,BLACK 'N BLUE,,81.0
Flying 15,15,AFFORE THE WEAK,,87.0
Flying 15,16,COMFORTABLY NUMB,,88.0
IRM,1,COCKBURNS RED,,22.0
IRM,2,HENRI LLOYD,,23.0
IRM,3,JOHN MERRICKS,,30.0
IRM,4,REBEL,,36.0
IRM,5,EXABYTE 4,,33.0
IRM,6,FORMIDABLE 3,,41.0
IRM,7,WINDSONG,,45.0
IRM,8,FRAXIOUS,,52.0
IRM,9,FORTIS EXCEL,,53.0
IRM,10,ATOMIC OF COWES,,67.0
IRM,11,SHOCKWAVE,,84.0
